model_name,feature_selection,generalization_test,best_model,random_state,max_depth,min_samples_split,subsample,n_estimators,max_features,learning_rate,micro_precision_Strategy,micro_recall_Strategy,micro_f1_Strategy,micro_f2_Strategy,subset_accuracy_Strategy,hamming_loss_Strategy,micro_precision_FEP,micro_recall_FEP,micro_f1_FEP,micro_f2_FEP,subset_accuracy_FEP,hamming_loss_FEP
XGBoost,correlations,True,Not applicable,33,,,0.8,100,,0.01,0.22890313491406386,0.35451977401129947,0.2780979897610363,0.3193698583735287,0.43534002229654406,0.12151616499442586,0.09698887640570751,0.18596491228070175,0.12746214554673374,0.15710414188635302,0.3924191750278707,0.16198439241917503
XGBoost,correlations,False,Not applicable,33,5,,0.8,5,sqrt,0.01,0.16857993614153474,0.1959183673469388,0.1811979361324133,0.18974450713697566,0.5846354166666666,0.09411168981481481,0.17229452425139388,0.4492753623188405,0.24906152165981452,0.3399523079255888,0.42798982188295165,0.13323155216284988
XGBoost,correlations,True,Not applicable,33,5,,0.8,5,sqrt,0.01,0.2509260221134589,0.3347457627118644,0.2865027418601363,0.31350794872206583,0.5005574136008919,0.10888145670754366,0.09082423226549785,0.1736842105263158,0.11904236314492726,0.14660664601346765,0.411371237458194,0.16198439241917503
XGBoost,hand_selected,False,Not applicable,33,,,0.8,100,,0.01,0.20794428564947143,0.39727891156462586,0.27299130900376767,0.33607246604443214,0.5264756944444445,0.1124855324074074,0.19908775310536378,0.5962732919254659,0.29846753519379293,0.42613709511600745,0.41323155216284996,0.1378117048346056
XGBoost,hand_selected,True,Not applicable,33,,,0.8,100,,0.01,0.14366678746635098,0.3432203389830508,0.2025102258325032,0.268543910385911,0.3093645484949833,0.1773504273504274,0.1171386799319864,0.2070175438596491,0.14946072282427877,0.17930523986313862,0.42196209587513933,0.14949832775919733
XGBoost,hand_selected,False,Not applicable,33,5,,0.8,5,sqrt,0.01,0.24016424559905478,0.2761904761904762,0.2558948579431773,0.2673875814283145,0.5967881944444445,0.08463541666666667,0.1956067555576619,0.46376811594202905,0.2745166758914886,0.3630424929161083,0.47735368956743,0.12101781170483461
XGBoost,hand_selected,True,Not applicable,33,5,,0.8,5,sqrt,0.01,0.14849711304013208,0.19350282485875706,0.16650714786478493,0.18118741523720258,0.4397993311036789,0.12560386473429952,0.1301020097381259,0.21228070175438596,0.16112874598948734,0.18827211343637304,0.4509476031215161,0.13924191750278705
RandomForest,all,False,Not applicable,33,5,8,,100,0.5,,0.24278860085148116,0.21904761904761905,0.2302124486754821,0.22336122930718194,0.64453125,0.07783564814814815,0.2921128748805908,0.49689440993788825,0.3678030776514,0.43565822272660104,0.6463104325699746,0.08396946564885498
RandomForest,all,True,Not applicable,33,5,8,,100,0.5,,0.36178605045773365,0.36864406779661013,0.3642722103613609,0.36667410813050316,0.580267558528428,0.08407655146785581,0.15739356956127978,0.18947368421052632,0.1719107553333156,0.18202272062201239,0.5356744704570792,0.11594202898550725
RandomForest,all,False,Not applicable,33,5,2,,500,,,0.40412262156448203,0.2149659863945578,0.2806409673265657,0.23716586645873514,0.7178819444444443,0.05859375,0.2627120682535155,0.546583850931677,0.35484376554501806,0.449429517655693,0.5735368956743003,0.09770992366412212
RandomForest,all,True,Not applicable,33,5,2,,500,,,0.4573287409108304,0.25706214689265533,0.3291094373061586,0.2817307725527997,0.6549609810479377,0.06893348197696024,0.18343978113264345,0.20175438596491227,0.19208266088220238,0.19774957339396304,0.5897435897435898,0.1076923076923077
RandomForest,audio,False,Not applicable,33,5,8,,100,0.5,,0.14130087583010528,0.16054421768707483,0.15011970081858575,0.15615277128923766,0.5807291666666666,0.0968605324074074,0.0716228930366283,0.18426501035196688,0.10307380490952606,0.1400497536137967,0.4193384223918575,0.15643765903307888
RandomForest,audio,True,Not applicable,33,5,8,,100,0.5,,0.24576368508155674,0.2669491525423729,0.25589894007843866,0.26241115436300594,0.5261984392419174,0.10209959123002603,0.0911317135886776,0.1964912280701754,0.12448820670061385,0.1595548142015508,0.3411371237458194,0.17536231884057973
RandomForest,audio,False,Not applicable,33,5,2,,500,,,0.1695116551411885,0.1578231292517007,0.16323648754243816,0.15989802122129002,0.6150173611111112,0.08622685185185186,0.11962018495318848,0.2256728778467909,0.15630507560251958,0.19162003639874858,0.5226463104325699,0.1194910941475827
RandomForest,audio,True,Not applicable,33,5,2,,500,,,0.44361861132985503,0.2231638418079096,0.29688324935686544,0.24776789040534472,0.6471571906354515,0.06949089557785211,0.06448392690409498,0.09649122807017545,0.07716164578334665,0.0876452575070139,0.4509476031215162,0.14604236343366778
RandomForest,visual,False,Not applicable,33,5,8,,100,0.5,,0.23010928801569216,0.3238095238095238,0.2690269345636577,0.29941797333615555,0.578125,0.09353298611111112,0.23279546701644116,0.650103519668737,0.34280606651506657,0.4785005608668203,0.49211195928753176,0.12254452926208652
RandomForest,visual,True,Not applicable,33,5,8,,100,0.5,,0.11618694284589219,0.153954802259887,0.13234835406634235,0.1444888960394526,0.40858416945373466,0.13257153474544778,0.16182588726324038,0.29298245614035084,0.2084493297727006,0.25206622735206724,0.4403567447045708,0.14124860646599777
RandomForest,visual,False,Not applicable,33,5,2,,500,,,0.21729086112528126,0.3006802721088435,0.25226988023571195,0.2792442844586683,0.5677083333333334,0.09476273148148147,0.24085496946435822,0.6790890269151139,0.35557776525687235,0.4978792595088552,0.4895674300254453,0.1210178117048346
RandomForest,visual,True,Not applicable,33,5,2,,500,,,0.10227410141952521,0.1327683615819209,0.11551568019984755,0.12527435860910904,0.411371237458194,0.13377926421404682,0.17725296608723332,0.34210526315789475,0.23341947356118378,0.2883363507780841,0.4297658862876254,0.14225195094760312
RandomForest,multimodal,False,Not applicable,33,5,8,,100,0.5,,0.0848417014293612,0.3836734693877551,0.13895334842123508,0.22509425649129958,0.3172743055555556,0.2528211805555556,0.10616680402608658,0.6356107660455487,0.18192522442085343,0.31815958815864165,0.14045801526717558,0.28122137404580155
RandomForest,multimodal,True,Not applicable,33,5,8,,100,0.5,,0.1611943397450644,0.4336158192090396,0.23490380621733972,0.32387986287294585,0.2686733556298773,0.18552582683017463,0.08312720687053145,0.32456140350877194,0.13232491460814536,0.20523215016897753,0.23968784838350055,0.2706800445930881
RandomForest,multimodal,False,Not applicable,33,5,2,,500,,,0.08690564701717118,0.3795918367346938,0.14142713003225374,0.22680431754897276,0.3307291666666667,0.24508101851851852,0.10711444837365147,0.639751552795031,0.18350250903032206,0.3207479106839173,0.14045801526717558,0.27989821882951654
RandomForest,multimodal,True,Not applicable,33,5,2,,500,,,0.163731004301961,0.4745762711864407,0.2434120369570565,0.34387388871084523,0.2792642140468227,0.19397993311036787,0.0822639287486177,0.32280701754385965,0.1311131982162004,0.20368483847691968,0.24414715719063543,0.2719063545150502
RandomForest,audio_multi,False,Not applicable,33,5,8,,100,0.5,,0.18177181595463243,0.20952380952380953,0.19453314324349122,0.20322120128125512,0.6059027777777778,0.09230324074074076,0.1004901470505265,0.2815734989648033,0.14800693391112452,0.2067797644828063,0.4035623409669211,0.16040712468193383
RandomForest,audio_multi,True,Not applicable,33,5,8,,100,0.5,,0.2694680199954462,0.34604519774011294,0.30292476712078215,0.3273796458240585,0.49832775919732447,0.1047008547008547,0.0542657118739825,0.12807017543859647,0.07619939361512396,0.10063661267838392,0.3294314381270903,0.19542920847268674
RandomForest,audio_multi,False,Not applicable,33,5,2,,500,,,0.20564826700898586,0.16326530612244897,0.1819667943805875,0.17025496772332213,0.654079861111111,0.078125,0.1508767665247781,0.3250517598343685,0.2060354971139983,0.26400282499825106,0.4870229007633588,0.1230534351145038
RandomForest,audio_multi,True,Not applicable,33,5,2,,500,,,0.41259574468085103,0.23728813559322035,0.3010793772089025,0.25923706638272553,0.6321070234113711,0.0723708658491267,0.05751234310539397,0.08947368421052632,0.06999442275515895,0.08050099106705821,0.45652173913043476,0.1505016722408027
RandomForest,correlations,False,Not applicable,33,5,8,,100,0.5,,0.20187772522323355,0.1931972789115646,0.19726910950759924,0.19476550123839712,0.6306423611111112,0.08347800925925926,0.1906857352401907,0.4658385093167701,0.2704787927507104,0.361321435749746,0.46870229007633596,0.12376590330788804
RandomForest,correlations,True,Not applicable,33,5,8,,100,0.5,,0.28455146876199505,0.25,0.2656832526080089,0.25595232023412423,0.5323299888517279,0.09076551467855816,0.08188303605979247,0.1368421052631579,0.10242219917836108,0.12060942557081829,0.4308807134894091,0.15250836120401337
RandomForest,correlations,False,Not applicable,33,5,2,,500,,,0.2533083940378684,0.1945578231292517,0.22000723873668307,0.20398493864422496,0.6388888888888888,0.07335069444444443,0.1864649616491086,0.463768115942029,0.26597881577577676,0.3574394261283817,0.4544529262086514,0.12580152671755726
RandomForest,correlations,True,Not applicable,33,5,2,,500,,,0.33902059852312477,0.23305084745762714,0.27615121324324665,0.24855929632999696,0.5819397993311037,0.08036046079524341,0.08738601997521762,0.11929824561403508,0.10083304156240717,0.1111396832265825,0.4855072463768116,0.13455964325529543
RandomForest,hand_selected,False,Not applicable,33,5,8,,100,0.5,,0.2434961157563897,0.291156462585034,0.265102016763144,0.2801123958835197,0.6006944444444445,0.08586516203703703,0.23395966374568297,0.556935817805383,0.32945594135163003,0.4363701039584377,0.5073791348600509,0.11145038167938931
RandomForest,hand_selected,True,Not applicable,33,5,8,,100,0.5,,0.18787423072919487,0.20197740112994347,0.19449840392460852,0.19887158915822964,0.4765886287625418,0.10971757710888146,0.10487639529086153,0.1543859649122807,0.12488811393512383,0.14105254648847101,0.46265328874024525,0.13768115942028983
RandomForest,hand_selected,False,Not applicable,33,5,2,,500,,,0.31897906863831443,0.28299319727891153,0.2998889011811784,0.2895133609233659,0.6575520833333334,0.07024016203703703,0.24138319424369312,0.5424430641821947,0.33407159579687296,0.43411270971388394,0.5226463104325699,0.10636132315521628
RandomForest,hand_selected,True,Not applicable,33,5,2,,500,,,0.20827963234412886,0.16807909604519775,0.18576380921967314,0.17468516843749185,0.5144927536231884,0.09680416202155333,0.1037440370488923,0.14210526315789473,0.1197888218654898,0.13219877212572073,0.4721293199554069,0.13255295429208472
