model_name,feature_selection,generalization_test,best_model,random_state,max_depth,min_samples_split,subsample,n_estimators,max_features,learning_rate,micro_precision_Strategy,micro_recall_Strategy,micro_f1_Strategy,micro_f2_Strategy,subset_accuracy_Strategy,hamming_loss_Strategy,micro_precision_FEP,micro_recall_FEP,micro_f1_FEP,micro_f2_FEP,subset_accuracy_FEP,hamming_loss_FEP
XGBoost,correlations,False,Not applicable,33,5,,0.8,5,0.5,0.3,0.28428711805718027,0.17414965986394557,0.21480271618191826,0.18826126714583954,0.66796875,0.06741898148148148,0.3047738765248693,0.11387163561076606,0.16518272267329762,0.12998831703867675,0.7465648854961833,0.05628498727735368
XGBoost,correlations,True,Not applicable,33,5,,0.8,5,0.5,0.3,0.321677559912854,0.0847457627118644,0.13355341199975027,0.09923553022643013,0.6287625418060201,0.07144184318097362,0.10872142810091562,0.024561403508771933,0.039988552605141545,0.0290406558817114,0.7190635451505015,0.07369007803790413
XGBoost,correlations,False,Not applicable,33,5,,0.8,5,,0.3,0.2801662307791326,0.1727891156462585,0.2116069971393225,0.18623817304533674,0.6631944444444445,0.06828703703703703,0.29090909090909095,0.12629399585921328,0.1754942302234347,0.14219370711448176,0.7404580152671757,0.05811704834605597
XGBoost,correlations,True,Not applicable,33,5,,0.8,5,,0.3,0.3689445231722038,0.10169491525423728,0.15919189639464093,0.11885730374390485,0.6387959866220735,0.07069862504645114,0.0893939393939394,0.022807017543859647,0.03626955055526484,0.02678071808645932,0.717391304347826,0.07513935340022297
XGBoost,hand_selected,False,Not applicable,33,5,,0.8,5,0.5,0.3,0.1955230946101305,0.06258503401360543,0.09376752184654664,0.07213339231342661,0.6879340277777778,0.0652488425925926,0.21311971943248845,0.06832298136645963,0.10057743797924756,0.07822615047231901,0.7384223918575064,0.059033078880407125
XGBoost,hand_selected,True,Not applicable,33,5,,0.8,5,0.5,0.3,0.15713364649534864,0.053672316384180796,0.07588513895143291,0.060531610831543146,0.5964325529542921,0.0865849126718692,0.08842558214809315,0.022807017543859647,0.035985274869737016,0.026710410774633347,0.7162764771460424,0.07591973244147159
XGBoost,hand_selected,False,Not applicable,33,5,,0.8,5,,0.3,0.16536613382407775,0.07482993197278912,0.10303011228325175,0.08402937564717013,0.6631944444444443,0.06908275462962964,0.3677977027660572,0.17805383022774326,0.2398668221941244,0.19850992831131298,0.7521628498727736,0.05516539440203563
XGBoost,hand_selected,True,Not applicable,33,5,,0.8,5,,0.3,0.25415499533146596,0.06638418079096045,0.10482290970095848,0.07777793646568167,0.6220735785953178,0.07497212931995541,0.13028381642512077,0.03684210526315789,0.057201473943374236,0.042947016460782646,0.70958751393534,0.07647714604236343
RandomForest,all,False,Not applicable,33,,8,,5,0.5,,0.49524773423963747,0.13741496598639455,0.21451205107202465,0.1604574170796799,0.7330729166666666,0.053530092592592594,0.3338658976956849,0.09937888198757765,0.15298036376229673,0.11556883820637869,0.7582697201017812,0.053740458015267174
RandomForest,all,True,Not applicable,33,,8,,5,0.5,,0.4668378786025846,0.05790960451977401,0.10178736925724878,0.06996365370957554,0.6583054626532888,0.06596060943887032,0.04753028890959926,0.008771929824561403,0.014791570280074294,0.01047707950017466,0.7274247491638796,0.0725752508361204
RandomForest,audio,False,Not applicable,33,,8,,5,0.5,,0.039047619047619046,0.0108843537414966,0.01690621370499419,0.012689241118767835,0.705295138888889,0.061848958333333336,0.02208090443384561,0.006211180124223603,0.009656311543103995,0.007243544371551218,0.7292620865139949,0.05893129770992366
RandomForest,audio,True,Not applicable,33,,8,,5,0.5,,0.0,0.0,0.0,0.0,0.637123745819398,0.07079152731326645,0.10674603174603174,0.010526315789473684,0.019023211579240976,0.012813351690932484,0.7385730211817169,0.0705685618729097
RandomForest,visual,False,Not applicable,33,,8,,5,0.5,,0.5467546141459185,0.10476190476190476,0.17575294757425342,0.12494773808747199,0.7391493055555555,0.052372685185185196,0.305126022603679,0.07660455486542443,0.11922612618052435,0.08932033627290976,0.7577608142493638,0.05231552162849873
RandomForest,visual,True,Not applicable,33,,8,,5,0.5,,0.37481639247943593,0.049435028248587566,0.08707748259987065,0.05976586582790944,0.6499442586399109,0.06781865477517653,0.18317445555297218,0.02631578947368421,0.045792575157443616,0.031706178432600374,0.741360089186176,0.06900780379041249
RandomForest,multimodal,False,Not applicable,33,,8,,5,0.5,,0.1272473854072125,0.06530612244897958,0.08621076422123543,0.0723106308523437,0.6801215277777777,0.07327835648148148,0.5115088896187577,0.32919254658385094,0.39984343519158577,0.35413695905486814,0.7821882951653945,0.04834605597964376
RandomForest,multimodal,True,Not applicable,33,,8,,5,0.5,,0.34877622377622375,0.03531073446327684,0.06410499179893818,0.04304419473422366,0.6449275362318841,0.06781865477517651,0.2699344315540534,0.11403508771929825,0.16008042386288834,0.12884259342952886,0.6878483835005573,0.07614269788182831
RandomForest,audio_multi,False,Not applicable,33,,8,,5,0.5,,0.27934072179596475,0.06938775510204082,0.11091603688726902,0.0816007868100775,0.7157118055555555,0.05859375,0.20824764014132788,0.06625258799171842,0.1004451392960285,0.07669198513907664,0.739440203562341,0.05750636132315521
RandomForest,audio_multi,True,Not applicable,33,,8,,5,0.5,,0.6925666925666926,0.053672316384180796,0.09940267693492642,0.06577459351072544,0.6633221850613155,0.06363805276848755,0.020833333333333332,0.007017543859649123,0.010498687664041995,0.008090614886731391,0.6850613154960982,0.08305462653288741
RandomForest,correlations,False,Not applicable,33,,8,,5,0.5,,0.44082892416225755,0.09795918367346938,0.15655005494043422,0.11509062240410572,0.7248263888888888,0.05490451388888889,0.2988652482269503,0.09109730848861285,0.13961295418641392,0.10580316988980037,0.7435114503816793,0.05516539440203563
RandomForest,correlations,True,Not applicable,33,,8,,5,0.5,,0.4725925925925926,0.05508474576271186,0.09801909269454907,0.06677714945627373,0.6577480490523969,0.06568190263842437,0.1816059757236228,0.02982456140350877,0.050238769504136825,0.03559580242872013,0.7385730211817169,0.06845039018952064
RandomForest,hand_selected,False,Not applicable,33,,8,,5,0.5,,0.32309782785366453,0.07346938775510203,0.11863136239820876,0.08662831572640657,0.7209201388888888,0.057291666666666664,0.33918970814132104,0.06832298136645963,0.1136948086661262,0.08129949861379944,0.7572519083969466,0.052417302798982185
RandomForest,hand_selected,True,Not applicable,33,,8,,5,0.5,,0.2739651416122004,0.03672316384180791,0.06417715234241844,0.044300648779286744,0.6471571906354515,0.06828316610925307,0.16507936507936508,0.024561403508771933,0.04246445497630332,0.029538005620918194,0.7402452619843923,0.06967670011148272
